timestep,neuron Brick-0.0,neuron Brick-0.1,neuron Brick-0.2,neuron Brick-0.3,neuron Brick-0.4,neuron Brick-0.5,neuron Brick-0.6,neuron Brick-0.7,neuron Brick-0.8,neuron Brick-0.9,neuron Brick-0.10,neuron Brick-0.11,neuron Brick-0.12,neuron Brick-0.13,neuron Brick-0.14,neuron Brick-0.15,neuron Brick-0.16,neuron Brick-0.17,neuron Brick-0.18,neuron Brick-0.19,neuron Brick-0.20,neuron Brick-0.21,neuron Brick-0.22,neuron Brick-0.23,neuron Brick-0.24,neuron Brick-0.25,neuron Brick-0.26,neuron Brick-0.27,neuron Brick-0.28,neuron Brick-0.29,neuron Brick-0.30,neuron Brick-0.31,neuron Brick-0.32,neuron Brick-0.33,neuron Brick-0.34,neuron Brick-0.35,neuron Brick-0.36,neuron Brick-0.37,neuron Brick-0.38,neuron Brick-0.39,neuron Brick-0.40,neuron Brick-0.41,neuron Brick-0.42,neuron Brick-0.43,neuron Brick-0.44,neuron Brick-0.45,neuron Brick-0.46,neuron Brick-0.47,neuron Brick-0.48,neuron Brick-0.49,neuron Brick-0.50,neuron Brick-0.51,neuron Brick-0.52,neuron Brick-0.53,neuron Brick-0.54,neuron Brick-0.55,neuron Brick-0.56,neuron Brick-0.57,neuron Brick-0.58,neuron Brick-0.59,neuron Brick-0.60,neuron Brick-0.61,neuron Brick-0.62,neuron Brick-0.63,neuron Brick-0.64,neuron Brick-0.65,neuron Brick-0.66,neuron Brick-0.67,neuron Brick-0.68,neuron Brick-0.69,neuron Brick-0.70,neuron Brick-0.71,neuron Brick-0.72,neuron Brick-0.73,neuron Brick-0.74,neuron Brick-0.75,neuron Brick-0.76,neuron Brick-0.77,neuron Brick-0.78,neuron Brick-0.79,neuron Brick-0.80,neuron Brick-0.81,neuron Brick-0.82,neuron Brick-0.83,neuron Brick-0.84,neuron Brick-0.85,neuron Brick-0.86,neuron Brick-0.87,neuron Brick-0.88,neuron Brick-0.89,neuron Brick-0.90,neuron Brick-0.91,neuron Brick-0.92,neuron Brick-0.93,neuron Brick-0.94,neuron Brick-0.95,neuron Brick-0.96,neuron Brick-0.97,neuron Brick-0.98,neuron Brick-0.99,neuron Brick-0.100,neuron Brick-0.101,neuron Brick-0.102,neuron Brick-0.103,neuron Brick-0.104,neuron Brick-0.105,neuron Brick-0.106,neuron Brick-0.107,neuron Brick-0.108,neuron Brick-0.109,neuron Brick-0.110,neuron Brick-0.111,neuron Brick-0.112,neuron Brick-0.113,neuron Brick-0.114,neuron Brick-0.115,neuron Brick-0.116,neuron Brick-0.117,neuron Brick-0.118,neuron Brick-0.119,neuron Brick-0.120,neuron Brick-0.121,neuron Brick-0.122,neuron Brick-0.123,neuron Brick-0.124,neuron Brick-0.125,neuron Brick-0.126,neuron Brick-0.127,neuron Brick-0.128,neuron Brick-0.129,neuron Brick-0.130,neuron Brick-0.131,neuron Brick-0.132,neuron Brick-0.133,neuron Brick-0.134,neuron Brick-0.135,neuron Brick-0.136,neuron Brick-0.137,neuron Brick-0.138,neuron Brick-0.139,neuron Brick-0.140,neuron Brick-0.141,neuron Brick-0.142,neuron Brick-0.143,neuron Brick-0.144,neuron Brick-0.145,neuron Brick-0.146,neuron Brick-0.147,neuron Brick-0.148,neuron Brick-0.149,neuron Brick-0.150,neuron Brick-0.151,neuron Brick-0.152,neuron Brick-0.153,neuron Brick-0.154,neuron Brick-0.155,neuron Brick-0.156,neuron Brick-0.157,neuron Brick-0.158,neuron Brick-0.159,neuron Brick-0.160,neuron Brick-0.161,neuron Brick-0.162,neuron Brick-0.163,neuron Brick-0.164,neuron Brick-0.165,neuron Brick-0.166,neuron Brick-0.167,neuron Brick-0.168,neuron Brick-0.169,neuron Brick-0.170,neuron Brick-0.171,neuron Brick-0.172,neuron Brick-0.173,neuron Brick-0.174,neuron Brick-0.175,neuron Brick-0.176,neuron Brick-0.177,neuron Brick-0.178,neuron Brick-0.179,neuron Brick-0.180,neuron Brick-0.181,neuron Brick-0.182,neuron Brick-0.183,neuron Brick-0.184,neuron Brick-0.185,neuron Brick-0.186,neuron Brick-0.187,neuron Brick-0.188,neuron Brick-0.189,neuron Brick-0.190,neuron Brick-0.191,neuron Brick-0.192,neuron Brick-0.193,neuron Brick-0.194,neuron Brick-0.195,neuron Brick-0.196,neuron Brick-0.197,neuron Brick-0.198,neuron Brick-0.199,
404,19,22,72,30,45,69,28,49,28,39,90,0,31,78,43,81,85,44,46,25,77,78,47,72,90,70,78,71,57,88,43,17,29,5,21,94,4,33,34,84,25,92,0,86,74,35,27,68,94,78,57,21,19,7,84,25,75,16,36,20,12,9,20,91,4,6,66,61,57,3,66,0,15,89,59,95,60,87,63,69,80,68,76,6,34,19,66,51,95,82,93,76,35,97,67,49,91,32,70,77,95,83,80,72,51,45,65,38,23,48,9,33,10,23,87,27,54,69,97,51,83,55,5,88,36,48,12,39,86,33,92,55,64,78,21,98,45,28,9,16,9,29,39,75,37,30,51,62,80,20,60,16,28,1,15,45,21,9,0,79,18,51,1,51,78,38,44,88,96,38,49,15,11,98,39,64,25,90,45,57,25,47,58,76,0,5,45,19,34,89,26,39,14,82,27,88,13,48,81,63,
405,22,26,74,33,48,70,30,50,30,40,93,3,33,80,45,84,88,45,47,26,81,80,48,73,92,73,82,73,58,90,46,18,31,7,23,96,5,34,36,86,26,94,2,88,75,37,28,70,97,79,59,24,21,10,85,26,76,19,38,21,14,11,21,92,6,7,68,62,58,6,68,2,17,91,63,97,62,88,65,71,81,70,78,7,37,20,68,53,97,83,94,77,37,0,69,51,92,34,71,80,97,87,82,74,54,47,68,40,24,49,10,34,13,24,89,28,56,71,0,55,85,56,8,91,38,49,14,40,89,35,94,56,65,80,22,99,46,29,11,17,10,31,41,78,40,32,54,65,83,22,61,18,30,2,17,47,24,10,1,81,21,53,2,53,79,39,47,91,98,39,50,16,13,0,42,66,26,93,48,60,26,48,59,78,4,9,46,21,36,90,27,41,17,85,29,89,14,51,84,65,
406,23,28,75,34,49,71,31,53,32,41,95,4,35,81,46,85,89,48,49,27,83,81,51,75,93,75,83,76,60,91,47,19,34,9,25,97,6,36,38,88,28,95,3,91,77,39,30,71,98,80,60,25,22,12,87,28,77,20,40,22,15,13,23,94,7,8,69,63,60,7,70,4,20,93,65,99,64,90,66,74,83,71,81,8,39,22,69,54,98,85,95,79,38,2,70,53,94,35,73,81,98,89,83,75,55,49,69,42,27,51,11,35,14,25,90,29,58,72,2,57,87,58,9,94,39,51,16,41,90,36,96,57,67,82,23,0,48,31,13,18,11,32,43,79,43,34,55,66,85,23,62,20,32,3,20,48,25,12,2,82,22,54,4,54,80,42,50,93,99,40,52,18,16,2,43,68,28,94,50,61,29,49,61,79,5,11,49,22,38,91,29,43,18,86,30,91,16,54,85,66,
407,24,29,76,35,50,72,32,55,33,42,96,5,37,83,47,86,90,49,50,28,84,82,53,77,94,76,84,77,61,92,48,20,35,10,26,98,7,37,39,89,29,96,4,92,78,40,31,73,0,81,61,27,23,13,88,29,78,21,42,23,17,14,24,95,9,9,71,64,62,8,71,5,21,94,66,0,65,91,68,76,84,72,82,9,40,23,71,55,99,86,96,80,39,3,71,54,95,36,74,82,99,91,84,76,57,50,70,43,28,53,12,36,16,26,92,31,59,73,3,59,88,60,10,95,40,52,18,43,91,37,97,58,69,83,24,1,49,33,14,19,12,33,44,80,44,35,56,67,86,25,64,21,33,5,21,49,26,13,3,83,23,55,5,55,81,43,52,94,0,42,53,20,17,3,44,69,29,95,51,63,30,50,62,80,6,12,50,23,39,92,30,44,19,87,31,92,17,55,86,67,
408,25,30,78,36,51,73,33,56,34,43,99,7,39,86,49,88,91,51,51,30,86,83,54,79,95,77,85,79,62,94,49,22,36,12,28,0,8,38,41,90,31,97,5,93,80,41,32,74,2,82,62,28,26,15,89,31,79,22,43,25,19,15,26,97,10,11,73,65,63,10,72,6,22,96,68,1,66,92,71,77,86,74,84,12,42,25,73,58,0,88,97,82,40,4,72,56,97,37,75,85,0,93,85,80,60,51,72,46,29,55,13,39,17,28,93,32,60,74,5,61,90,62,14,96,43,53,19,44,92,39,98,60,72,84,25,2,50,34,15,20,13,36,46,81,45,38,58,69,87,26,65,23,36,6,22,50,28,14,5,84,24,57,6,56,82,45,53,97,1,44,56,22,18,4,46,71,30,97,53,64,31,52,64,81,7,14,54,24,41,93,32,45,20,89,34,93,19,58,87,69,
409,26,31,79,37,53,75,34,59,36,44,0,10,40,88,51,89,92,54,53,32,88,85,56,80,97,80,87,80,64,96,51,24,38,14,30,1,9,39,42,92,34,99,7,95,81,42,35,76,4,84,63,31,27,17,90,32,80,24,44,27,20,16,27,98,11,12,74,68,64,11,73,7,23,97,69,3,68,93,73,78,87,75,87,13,44,26,74,59,2,90,98,84,41,6,73,58,99,39,77,86,1,95,87,82,63,52,73,47,30,58,14,41,19,30,95,34,61,75,7,62,91,65,16,99,45,54,22,45,94,41,99,61,75,86,26,4,51,37,17,21,15,38,49,83,47,40,60,72,89,27,67,24,37,7,23,51,29,16,6,85,26,59,7,58,85,46,55,0,2,46,58,23,19,5,48,73,31,98,54,66,32,53,65,82,8,16,56,25,42,97,33,47,22,90,37,97,21,61,89,70,
410,29,33,80,38,55,76,35,60,37,46,1,11,41,90,53,90,93,56,54,33,90,86,57,81,98,81,88,82,65,98,52,25,39,15,32,3,11,41,43,94,35,0,9,96,82,43,36,77,5,85,65,32,28,19,91,33,81,25,46,28,21,17,28,99,12,13,75,69,66,12,74,8,25,98,70,4,70,95,74,79,88,76,89,15,45,27,75,60,3,91,99,85,42,7,76,59,0,40,78,87,2,97,89,84,64,53,75,49,32,59,16,43,21,31,96,35,62,77,8,63,93,67,19,0,46,55,25,46,96,43,0,64,77,89,29,5,52,38,18,22,17,40,50,84,49,41,61,73,90,29,68,26,39,9,25,52,31,18,7,86,28,60,9,59,86,47,57,2,4,47,59,24,21,6,49,74,32,0,55,67,34,55,67,83,9,17,57,26,45,98,34,48,23,92,38,98,22,62,91,71,
411,30,36,82,39,57,78,37,62,38,50,3,14,43,91,55,93,97,57,57,38,92,87,59,82,0,82,90,85,67,0,54,28,43,16,33,5,14,44,45,97,37,2,10,98,84,45,37,78,6,86,67,34,31,20,94,35,84,27,47,31,23,20,29,0,14,14,78,70,70,15,77,13,27,0,72,7,72,99,75,81,89,78,91,17,47,29,78,61,6,95,0,87,46,8,77,62,3,42,80,88,5,0,90,87,66,54,76,50,35,61,19,44,22,33,97,36,63,80,10,64,94,69,23,2,50,57,26,50,97,45,1,65,80,91,32,6,53,39,19,25,20,41,52,85,52,42,62,76,95,32,69,28,40,11,28,55,34,21,8,90,31,63,11,61,88,48,58,4,6,49,62,25,22,7,51,78,36,1,57,68,35,57,71,85,11,18,60,28,46,99,35,50,24,93,39,99,23,64,93,73,
412,31,38,85,42,60,81,38,66,39,53,5,16,44,93,56,94,99,60,60,40,95,89,62,84,2,83,92,86,70,1,56,29,45,19,38,8,18,46,50,99,39,3,12,99,87,46,38,80,8,89,70,35,32,23,96,37,86,29,50,34,25,22,32,2,16,17,81,73,72,16,78,15,29,3,76,8,76,0,76,84,91,79,93,21,49,31,80,65,9,99,2,88,49,10,79,65,5,44,83,89,7,1,93,89,68,57,79,54,36,64,22,46,24,35,98,39,67,82,11,65,97,72,26,4,51,58,27,53,99,49,4,67,82,92,34,7,56,43,22,29,22,46,54,87,53,44,64,78,96,35,72,33,41,13,30,57,37,24,9,93,33,67,12,63,90,49,61,8,7,50,64,28,25,8,53,81,38,2,60,71,36,61,74,88,13,19,63,29,47,0,37,51,26,96,43,0,24,68,96,75,
413,33,39,86,43,61,82,41,67,40,54,8,17,47,94,58,96,0,62,62,42,97,91,65,86,4,85,93,88,71,2,58,31,46,20,39,10,19,47,52,0,40,4,13,0,88,47,40,81,10,90,71,36,36,25,97,39,87,30,51,35,28,23,33,4,17,19,82,74,74,18,79,16,30,5,78,9,78,1,77,86,93,81,95,23,52,32,82,67,10,0,3,89,50,11,80,66,6,46,85,90,8,4,96,90,69,58,80,55,37,66,23,47,26,36,99,41,69,83,12,67,98,73,28,5,52,61,29,54,0,50,6,68,85,94,36,9,58,44,23,30,23,47,56,88,55,45,67,79,97,37,75,35,42,14,31,60,38,25,10,94,34,70,15,65,91,52,64,9,9,51,66,29,28,10,55,83,40,3,64,73,37,63,77,90,15,21,64,30,49,1,38,54,27,97,44,1,25,69,97,77,
414,35,41,88,44,63,83,42,70,42,56,9,19,49,96,60,98,2,63,63,43,98,93,66,87,5,88,96,89,75,4,60,32,48,24,41,12,20,49,53,1,42,5,16,5,89,49,41,82,12,91,73,37,38,27,99,40,89,32,53,38,30,25,36,5,19,20,83,75,75,20,81,19,32,6,80,10,80,4,79,88,94,83,96,24,54,34,83,68,11,1,5,93,52,13,82,67,7,49,88,91,10,5,97,92,72,60,81,58,39,69,24,49,28,39,0,42,72,84,14,69,0,75,29,6,54,65,31,56,1,52,7,70,87,96,37,10,59,46,28,31,24,49,59,91,58,48,69,81,98,38,76,38,44,18,32,61,40,27,11,97,35,72,17,66,92,54,65,11,10,53,68,32,29,13,58,85,44,4,67,77,39,64,80,93,18,22,65,34,51,4,41,57,30,0,46,4,28,72,0,79,
415,38,43,91,46,65,86,43,71,44,57,11,21,50,97,62,99,5,64,66,44,0,94,68,89,8,89,98,90,76,5,63,34,50,27,42,13,22,52,55,4,43,7,18,6,90,51,43,83,13,93,74,38,40,28,0,43,92,33,54,39,31,26,37,7,23,22,85,77,76,22,83,20,33,8,83,12,82,5,80,90,96,84,98,27,55,36,85,70,12,3,8,96,53,15,84,70,8,50,89,93,12,8,99,93,74,62,83,59,40,70,27,51,29,40,2,43,74,85,15,71,2,77,30,8,56,68,33,58,3,54,10,72,90,97,38,12,61,49,30,34,25,52,61,93,59,49,72,82,99,40,77,40,47,19,33,62,42,29,14,0,39,75,19,70,94,57,68,13,11,54,69,34,30,17,61,86,45,5,68,78,41,66,81,95,22,25,66,36,52,7,44,59,32,3,47,7,29,73,3,81,
416,40,46,94,48,67,87,46,74,45,59,14,22,52,98,64,0,6,65,68,45,2,96,70,90,9,91,99,92,78,7,64,36,53,29,44,14,23,54,57,5,44,8,19,8,91,53,46,84,15,94,76,39,41,29,1,46,94,35,56,40,32,28,39,9,26,24,87,79,78,24,85,22,37,10,84,14,84,6,82,92,97,85,99,29,56,37,87,71,13,4,9,97,54,16,86,71,10,52,91,95,13,11,0,95,77,65,84,60,42,72,30,54,31,41,4,44,75,86,18,73,3,79,33,10,58,70,34,59,4,56,11,73,92,99,39,13,62,50,31,35,26,53,63,96,62,50,73,83,0,41,79,41,49,21,34,64,43,31,16,1,40,77,22,73,95,59,70,14,14,56,70,35,31,19,62,88,47,6,69,79,42,67,82,97,25,27,67,38,53,8,45,60,34,4,49,8,31,74,4,82,
417,41,47,96,50,69,89,48,75,47,62,16,23,55,99,66,2,7,66,69,47,4,98,71,93,12,92,0,94,79,8,66,37,56,31,45,15,25,55,58,8,45,10,21,10,94,55,48,86,16,97,78,41,43,30,4,48,95,36,58,41,33,29,42,10,27,26,88,80,80,25,86,24,38,12,85,15,85,8,83,95,99,86,0,31,58,38,88,73,15,6,10,98,55,18,87,72,12,53,92,97,14,12,1,98,78,67,85,62,43,74,31,55,33,42,5,47,76,87,19,75,5,81,35,11,59,71,36,61,6,58,12,75,93,0,41,14,63,51,32,36,27,55,64,97,63,52,75,85,1,43,80,42,50,22,35,65,45,32,18,2,42,79,23,76,97,60,71,18,16,57,72,39,32,21,63,90,48,8,70,80,44,68,85,99,28,29,69,39,54,9,48,61,36,5,50,11,33,75,5,85,
418,42,48,98,51,70,90,50,76,49,63,18,24,56,0,69,4,10,68,70,48,6,0,73,96,13,93,2,95,81,10,68,38,57,32,47,16,27,56,59,9,47,11,22,11,98,57,49,88,18,99,79,42,46,31,5,50,96,37,60,44,35,30,44,11,29,28,89,83,81,26,87,27,40,13,89,18,88,9,84,96,0,88,1,33,59,39,90,76,18,7,11,99,57,21,88,74,13,55,94,98,16,14,2,99,79,69,87,63,45,75,32,57,34,43,7,48,78,88,20,77,7,82,36,12,63,72,37,62,7,59,14,76,94,1,43,16,65,52,33,38,29,56,66,99,65,53,78,86,4,45,82,43,52,23,36,67,47,35,19,4,44,80,24,77,99,61,72,20,20,59,74,42,33,22,64,91,49,9,72,81,46,69,87,0,30,31,70,40,55,10,49,63,37,7,51,13,34,77,6,86,
419,43,50,0,55,71,92,51,77,51,64,20,25,57,1,70,5,12,69,72,50,7,1,75,97,14,96,4,96,83,13,69,39,59,34,50,17,30,59,62,10,49,13,24,13,0,58,51,90,20,0,82,43,47,32,6,52,98,39,63,45,38,33,45,13,32,30,91,85,82,28,88,28,41,15,90,19,92,12,86,98,1,90,3,34,62,41,91,78,20,8,13,0,59,23,89,75,14,56,96,0,18,15,3,0,82,72,89,67,46,77,37,58,35,45,9,51,80,89,22,79,8,84,38,14,65,74,38,64,9,62,15,77,95,2,45,20,66,53,35,39,30,57,67,0,68,54,80,87,6,46,84,44,53,25,37,70,48,36,20,9,45,81,25,81,0,62,74,22,22,60,76,43,34,25,67,94,51,13,73,83,47,70,89,1,33,32,72,42,56,12,51,65,39,10,55,15,35,79,7,87,
420,44,53,3,58,73,95,54,80,54,68,23,28,60,4,72,9,14,73,75,52,8,2,78,98,16,97,7,99,84,14,72,43,61,38,51,20,32,63,64,13,52,15,25,16,3,62,52,96,21,2,86,46,48,34,9,54,0,42,66,47,41,36,46,14,34,32,95,88,85,30,90,30,43,17,92,20,95,15,87,0,3,93,4,39,63,43,92,82,22,13,14,1,61,25,93,78,17,60,98,3,21,18,6,2,85,75,93,70,50,80,39,63,36,47,11,54,82,91,24,80,9,86,40,16,67,78,42,67,12,65,21,80,97,5,47,22,69,57,37,42,33,60,70,4,72,56,83,89,10,49,87,45,57,26,40,72,51,39,21,13,51,84,29,85,3,65,77,25,24,64,78,46,37,26,69,99,53,14,76,85,50,74,90,5,35,33,74,45,59,14,53,68,44,13,58,19,38,82,11,89,
421,47,54,4,59,74,97,55,82,55,69,26,29,62,5,73,10,15,74,76,53,10,3,79,0,17,98,8,0,86,15,74,45,62,40,52,21,34,64,65,14,53,16,27,17,4,63,55,97,22,3,87,48,49,35,12,55,2,44,67,48,42,38,47,16,35,33,96,89,86,31,91,32,44,18,93,22,96,17,89,2,4,94,5,40,65,44,93,84,24,14,15,2,63,27,94,79,19,61,99,4,23,19,7,3,87,78,95,71,51,82,42,64,37,49,13,55,84,92,26,81,10,88,42,17,68,79,43,69,14,66,23,81,98,7,49,23,70,59,38,43,34,62,71,6,74,58,84,90,12,50,88,46,59,28,42,74,52,40,23,14,53,85,30,86,4,66,79,27,26,65,80,47,38,28,70,0,54,15,77,86,51,75,92,6,36,35,75,47,60,15,54,70,46,15,59,20,39,83,13,91,
422,48,57,5,61,75,99,57,83,57,71,29,31,64,6,74,12,17,76,77,54,12,5,82,1,19,0,10,1,87,16,77,48,66,42,53,22,35,65,66,16,54,18,29,18,5,64,57,99,24,4,88,50,50,36,13,56,3,45,70,50,44,40,48,19,36,35,97,91,89,34,93,33,46,20,94,23,97,20,91,4,5,96,6,41,67,46,94,86,25,16,16,3,65,29,96,80,21,62,0,5,26,21,8,4,88,80,98,72,53,83,44,67,38,50,16,56,86,93,29,83,12,90,43,19,70,80,46,70,16,68,27,82,99,8,51,24,73,60,39,44,35,64,74,7,76,60,86,91,13,51,90,48,60,29,45,78,53,41,24,17,55,87,32,88,5,67,81,30,27,66,83,48,40,30,71,1,56,16,78,87,53,76,94,7,37,37,77,48,62,17,55,71,47,17,60,22,42,84,14,92,
423,50,59,6,63,76,0,58,84,59,73,31,32,66,7,75,13,18,78,79,56,14,6,83,2,20,1,11,4,88,17,78,49,68,44,55,23,36,67,67,17,55,20,30,19,6,65,58,0,25,5,89,51,51,37,14,57,4,46,72,51,46,41,50,21,37,36,98,92,90,36,94,36,47,21,95,24,99,21,92,7,6,97,7,42,69,48,95,89,26,17,17,4,68,31,97,81,22,64,1,7,28,22,10,5,89,81,0,73,56,84,45,68,39,51,17,57,88,95,30,85,14,92,44,21,71,81,48,72,17,70,28,83,0,11,52,25,74,62,40,46,38,66,75,9,77,61,88,93,14,53,91,49,62,30,46,79,54,43,25,18,57,89,33,89,6,68,82,31,29,67,84,49,41,31,72,2,58,18,79,88,55,77,96,9,39,39,78,49,64,18,56,72,48,18,61,23,44,85,15,93,
424,54,61,8,65,77,2,60,86,60,76,34,34,67,9,77,14,20,79,82,58,17,8,84,3,22,4,13,6,90,20,79,53,69,46,57,24,38,69,70,20,56,22,31,20,8,66,60,2,26,7,90,55,52,39,16,59,5,48,74,52,47,44,52,22,40,38,99,93,93,37,95,40,50,25,97,25,0,23,95,9,7,99,9,43,70,50,96,90,28,19,20,6,70,33,0,83,25,66,3,9,29,24,11,6,90,83,1,74,57,86,46,69,40,52,19,59,90,97,32,86,15,94,45,24,74,83,49,74,20,72,29,84,1,14,54,26,77,65,42,48,40,67,76,10,78,63,89,95,18,55,93,53,64,31,48,80,57,45,27,21,58,90,35,91,9,71,83,33,31,70,86,51,44,32,74,3,60,19,80,89,56,79,98,11,43,41,81,52,67,19,58,73,51,20,62,25,45,87,16,95,
425,56,62,9,66,78,3,61,87,61,77,36,35,68,11,78,16,21,81,83,59,18,9,85,4,24,5,14,7,91,21,81,55,70,47,59,25,40,70,72,21,57,24,32,21,9,68,61,3,27,8,91,57,54,41,18,61,6,49,75,53,48,46,53,23,41,39,0,94,95,40,97,41,52,26,99,26,1,24,96,10,8,0,10,44,73,51,97,91,29,20,21,8,72,34,1,84,26,67,4,10,31,26,12,7,92,84,2,76,58,87,47,70,43,53,20,60,91,98,35,87,16,95,46,26,75,84,50,75,22,73,31,85,4,15,55,28,78,66,43,49,41,68,77,12,79,65,92,96,20,56,95,54,66,32,50,81,58,46,30,22,59,92,36,92,10,72,85,34,32,71,87,52,45,33,76,4,61,20,81,91,57,80,99,13,44,42,82,54,68,20,60,74,52,22,64,26,46,90,18,96,
426,57,63,10,68,79,4,62,88,63,78,37,36,69,13,80,17,22,84,85,61,19,10,86,6,25,7,16,9,93,24,84,56,72,48,61,27,42,71,74,23,58,26,33,22,11,69,63,4,29,9,94,58,55,42,19,63,7,50,76,54,49,49,56,24,42,40,1,96,96,41,98,42,53,27,0,28,2,25,97,11,9,2,12,45,74,53,98,92,30,21,23,9,73,36,3,85,27,68,5,12,32,27,15,10,93,87,3,78,59,88,48,71,45,55,22,61,92,99,37,88,18,97,48,27,77,85,51,77,23,75,32,86,5,17,56,29,79,68,45,50,43,69,78,13,80,66,94,98,21,57,96,55,67,33,52,83,61,47,31,23,61,94,37,95,12,73,88,35,33,73,88,55,46,34,78,7,63,21,83,92,58,81,0,15,46,43,83,56,70,22,61,76,53,23,65,27,47,92,19,98,
427,58,64,11,69,80,5,63,90,65,79,38,38,71,14,82,19,24,85,86,63,21,11,88,7,26,9,17,10,95,25,85,57,73,50,64,28,44,73,75,24,60,27,35,23,12,70,64,6,31,12,95,59,56,43,21,64,8,51,79,55,50,50,57,25,43,41,3,97,98,42,99,43,54,28,2,29,4,27,98,13,11,4,14,46,75,54,99,95,31,24,25,10,74,37,5,87,28,69,7,13,33,29,16,11,94,88,4,79,60,89,49,72,46,57,23,62,93,0,38,90,19,98,49,28,78,86,53,79,24,77,34,87,6,20,57,30,80,69,47,51,45,70,79,14,81,68,95,99,22,58,97,56,68,34,53,85,62,48,32,24,62,95,39,97,14,75,89,36,34,75,89,56,48,35,79,8,64,22,84,95,59,82,2,16,47,45,84,57,73,23,63,77,55,24,67,28,48,94,21,99,
428,59,65,12,70,81,6,64,91,66,80,40,39,72,15,83,20,26,86,87,64,22,12,89,8,28,11,18,11,96,26,86,58,75,51,65,29,45,74,77,25,61,28,36,24,13,71,65,7,32,14,96,60,57,45,22,65,9,52,80,56,51,51,58,27,44,42,5,98,0,43,0,44,55,29,4,30,5,29,99,14,12,5,16,47,76,55,0,96,32,25,26,11,75,38,6,88,29,70,8,14,34,30,17,13,95,89,6,81,61,90,50,74,47,59,24,64,95,1,39,91,21,99,50,29,79,87,54,80,25,78,35,88,7,21,58,31,81,70,48,52,46,71,80,15,82,69,96,0,23,59,99,57,70,35,54,87,63,49,34,25,63,96,40,98,15,77,90,37,35,76,90,58,50,36,80,9,66,24,85,96,61,83,3,17,49,47,85,58,74,25,65,78,56,25,68,29,49,95,22,0,
429,60,66,14,72,82,7,65,92,68,81,42,41,74,16,86,22,29,88,88,66,24,15,91,9,29,12,20,13,97,29,89,60,76,55,67,30,48,75,79,27,63,29,37,25,15,75,68,9,35,16,97,64,58,46,25,67,10,56,81,59,55,52,61,32,45,44,7,0,2,44,3,45,56,30,7,31,7,33,0,17,16,7,19,49,78,57,3,99,34,26,28,14,76,41,9,90,30,71,10,16,35,31,19,15,97,92,8,82,63,92,53,75,50,60,25,65,97,2,42,92,24,0,53,31,81,89,56,83,26,79,36,90,9,24,59,32,82,71,49,56,47,72,83,18,84,70,98,3,25,60,0,58,72,37,56,89,65,51,36,26,65,99,42,99,17,79,91,41,38,77,94,60,51,38,81,10,68,26,87,99,62,84,6,20,52,48,87,59,75,27,67,80,58,27,70,31,53,98,24,4,
430,62,68,16,74,83,9,66,93,71,83,44,43,75,19,88,25,30,89,89,68,26,17,92,11,31,14,22,15,98,30,90,62,78,56,68,31,49,76,81,30,65,31,39,27,16,78,70,11,36,17,99,66,60,48,27,69,11,59,82,61,57,54,63,33,47,46,8,2,3,47,5,48,59,31,8,33,9,35,3,19,17,8,20,50,80,59,5,0,36,28,30,16,78,43,10,93,31,72,11,18,37,32,20,16,99,94,9,85,66,94,55,78,51,61,27,67,99,3,43,95,26,1,54,32,82,90,57,85,28,80,40,91,10,25,62,34,84,72,51,58,48,74,85,20,86,71,0,6,26,63,3,59,73,40,59,93,66,53,38,29,70,0,46,0,18,80,92,42,41,81,96,62,53,40,83,13,70,28,88,0,63,85,7,21,55,50,88,61,77,29,68,82,59,28,71,32,55,0,25,6,
431,64,70,18,75,84,12,69,94,74,85,45,44,76,20,90,26,31,91,90,70,28,18,93,12,32,17,25,17,0,31,91,63,81,58,69,35,51,77,84,31,66,32,43,29,18,82,73,12,39,18,0,68,62,51,30,71,14,60,83,64,60,56,64,35,48,47,11,3,5,48,6,50,61,33,9,34,12,37,6,22,19,9,24,52,83,61,8,1,37,31,32,18,80,47,12,94,32,75,12,21,39,34,21,18,0,96,12,86,70,95,56,80,54,62,29,71,0,6,45,97,28,3,57,34,83,91,59,86,29,83,43,93,12,28,65,35,86,75,54,60,50,75,89,21,88,75,2,10,27,66,7,62,74,42,61,96,69,54,40,30,74,2,48,3,19,83,93,44,43,85,99,64,56,44,86,15,73,33,90,3,66,87,9,24,58,53,90,62,78,32,70,84,61,29,75,33,56,2,27,8,
432,66,71,20,77,87,13,70,95,75,87,47,45,77,22,92,28,32,95,94,71,30,20,95,13,34,19,27,20,3,33,93,64,82,60,70,37,54,78,85,32,68,34,47,31,19,83,75,13,41,20,2,70,63,53,33,73,17,63,84,65,61,58,65,36,50,49,14,4,6,49,7,52,62,34,11,35,14,38,9,23,21,11,26,54,84,64,10,2,39,34,34,19,82,49,13,96,34,78,14,24,42,36,24,19,1,97,15,87,71,96,57,81,56,65,31,73,2,8,47,98,32,4,58,35,84,92,61,87,31,84,44,95,14,29,68,38,87,77,55,61,54,76,92,22,89,79,3,11,30,68,10,64,77,45,62,98,70,55,41,31,77,3,49,5,22,84,94,47,46,87,0,67,58,46,87,16,75,35,93,4,69,89,11,25,59,55,94,63,81,33,73,86,63,31,77,34,58,4,29,10,
